clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,CPU_time
21,3,3,1,1,1,1,1,1,0,16,0,665,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,16,0,665,0,0,0,0,0,0,
23,23,23,5,5,7,7,5,5,12,16,0,665,0,3,0,0,3,0,
0,0,0,0,0,0,0,0,0,0,16,0,665,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,16,0,665,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,16,0,665,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,16,0,665,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,16,0,665,0,0,0,0,0,0,
5,2,2,0,0,1,1,0,0,2,16,0,665,0,0,0,0,0,0,
6,29,0,3,0,8,0,3,0,15,19,5,668,0,3,0,0,0,0,
7,12,0,3,0,0,0,1,0,8,22,5,668,0,0,1,0,0,0,
8,18,18,4,4,5,5,4,4,10,18,0,664,4,5,4,0,0,0,
9,16,16,3,3,5,5,3,3,10,18,0,664,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,18,0,664,0,0,0,0,0,0,
11,4,4,1,1,1,1,1,1,2,18,0,664,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,18,0,664,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,18,0,664,0,0,0,0,0,0,
14,7,7,1,1,2,2,1,1,6,18,0,664,0,0,0,0,0,0,
15,10,10,2,2,3,3,2,2,6,18,0,664,0,0,0,0,0,0,
16,11,11,2,2,3,3,2,2,8,18,0,664,0,0,0,0,0,0,
17,50,14,3,0,5,5,11,1,39,21,0,667,0,0,7,0,0,0,
18,6,60,1,5,2,16,1,5,36,17,0,663,0,0,0,0,14,0,
19,4,4,1,1,1,1,1,1,2,17,0,663,0,0,0,0,0,0,
20,23,23,5,5,7,7,5,5,12,17,0,663,0,2,0,0,2,0,
21,5,5,1,1,2,2,1,1,2,17,0,663,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
23,22,22,4,4,7,7,4,4,14,17,0,662,0,1,1,0,1,0,
0,0,0,0,0,0,0,0,0,0,17,0,662,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,662,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,662,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,662,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,662,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,17,0,662,0,0,0,0,0,0,
6,17,0,1,0,4,0,1,0,11,18,4,663,0,0,0,0,0,0,
7,19,0,5,0,0,0,1,0,13,22,4,664,1,0,0,0,0,0,
8,16,16,3,3,5,5,3,3,10,19,1,663,3,3,1,0,0,0,
9,15,15,3,3,4,4,3,3,10,19,1,663,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,19,1,663,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,19,1,663,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,19,1,663,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,19,1,663,0,0,0,0,0,0,
14,20,20,4,4,6,6,4,4,12,18,0,663,1,2,0,0,1,0,
15,9,9,2,2,3,3,2,2,4,18,0,663,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,18,0,663,0,0,0,0,0,0,
17,52,14,3,0,5,5,11,1,41,21,0,673,0,3,0,0,3,0,
18,7,72,1,6,2,19,1,6,44,16,0,668,0,0,0,0,17,0,
19,4,4,1,1,1,1,1,1,2,16,0,668,0,0,0,0,0,0,
20,24,24,5,5,7,7,5,5,14,16,0,667,0,4,1,0,4,0,
21,4,4,1,1,1,1,1,1,2,16,0,667,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,16,0,667,0,0,0,0,0,0,
23,21,21,4,4,6,6,4,4,14,16,0,667,0,3,0,0,3,0,
0,0,0,0,0,0,0,0,0,0,16,0,667,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,16,0,667,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,16,0,667,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,16,0,667,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,16,0,667,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,16,0,667,0,0,0,0,0,0,
6,27,0,2,0,7,0,2,0,16,18,4,669,0,3,0,0,0,0,
7,13,0,3,0,0,0,1,0,9,21,4,670,0,0,0,0,0,0,
8,14,14,3,3,4,4,3,3,8,19,0,667,2,4,3,0,0,0,
9,11,11,2,2,3,3,2,2,8,19,0,667,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,19,0,667,0,0,0,0,0,0,
11,10,10,2,2,3,3,2,2,6,19,0,667,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,19,0,667,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,19,0,667,0,0,0,0,0,0,
14,16,16,3,3,5,5,3,3,10,19,0,667,0,1,0,0,1,0,
15,8,8,2,2,2,2,2,2,4,19,0,667,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,19,0,667,0,0,0,0,0,0,
17,57,15,3,0,6,5,13,1,44,22,0,669,0,2,10,0,1,0,
18,6,59,1,5,2,15,1,5,36,17,0,665,1,0,0,0,13,0,
19,3,3,1,1,1,1,1,1,0,17,0,665,0,0,0,0,0,0,
20,17,17,3,3,5,5,3,3,12,17,0,665,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,17,0,665,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,17,0,665,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
5,2,2,0,0,1,1,0,0,2,17,0,665,0,0,0,0,0,0,
6,17,0,1,0,4,0,1,0,11,18,4,666,0,0,0,0,0,0,
7,18,0,5,0,0,0,1,0,12,22,4,667,1,0,0,0,0,0,
8,18,18,4,4,5,5,4,4,10,18,0,664,4,4,3,0,0,0,
9,12,12,2,2,4,4,2,2,8,18,0,664,0,0,0,0,0,0,
10,6,6,1,1,2,2,1,1,4,18,0,664,0,0,0,0,0,0,
11,11,11,2,2,3,3,2,2,8,18,0,664,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,18,0,664,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,18,0,664,0,0,0,0,0,0,
14,19,19,4,4,6,6,4,4,10,18,0,664,0,1,0,0,1,0,
15,6,6,1,1,2,2,1,1,4,18,0,664,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,18,0,664,0,0,0,0,0,0,
17,60,17,4,0,6,6,13,1,47,22,0,669,0,2,7,0,2,0,
18,6,60,1,5,2,16,1,5,36,17,0,665,1,0,0,0,14,0,
19,4,4,1,1,1,1,1,1,2,17,0,665,0,0,0,0,0,0,
20,20,20,4,4,6,6,4,4,12,17,0,664,0,1,1,0,1,0,
21,5,5,1,1,2,2,1,1,2,17,0,664,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,664,0,0,0,0,0,0,
23,14,14,3,3,4,4,3,3,8,17,0,664,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,17,0,664,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,664,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,664,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,664,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,664,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,17,0,664,0,0,0,0,0,0,
6,21,0,2,0,5,0,2,0,12,19,5,666,0,0,0,0,0,0,
7,9,0,2,0,0,0,1,0,6,21,5,667,0,0,0,0,0,0,
8,21,21,4,4,6,6,4,4,14,18,0,664,3,6,3,0,1,0,
9,15,15,3,3,4,4,3,3,10,18,0,664,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,18,0,664,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,18,0,664,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,18,0,664,0,0,0,0,0,0,
13,6,6,1,1,2,2,1,1,4,18,0,664,0,0,0,0,0,0,
14,14,14,3,3,4,4,3,3,8,18,0,664,0,0,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,18,0,664,0,0,0,0,0,0,
16,10,10,2,2,3,3,2,2,6,18,0,664,0,0,0,0,0,0,
17,43,12,3,0,4,4,9,1,34,21,0,669,0,0,3,0,0,0,
18,5,55,1,5,2,14,1,5,32,17,0,665,0,0,0,0,12,0,
19,3,3,1,1,1,1,1,1,0,17,0,665,0,0,0,0,0,0,
20,26,26,5,5,8,8,5,5,16,17,0,665,0,4,0,0,4,0,
21,2,2,0,0,1,1,0,0,2,17,0,665,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
23,16,16,3,3,5,5,3,3,10,17,0,665,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
5,2,2,0,0,1,1,0,0,2,17,0,665,0,0,0,0,0,0,
6,27,0,2,0,7,0,2,0,16,19,5,667,0,2,0,0,0,0,
7,17,0,5,0,0,0,1,0,11,22,5,668,2,0,0,0,0,0,
8,11,11,2,2,3,3,2,2,8,20,2,666,2,3,2,0,0,0,
9,14,14,3,3,4,4,3,3,8,19,1,665,1,1,1,0,0,0,
10,8,8,2,2,2,2,2,2,4,19,1,665,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,19,1,665,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,19,1,665,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,19,1,665,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,19,1,663,0,0,2,0,0,0,
15,8,8,2,2,2,2,2,2,4,19,1,663,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,19,1,663,0,0,0,0,0,0,
17,53,14,3,0,5,5,12,1,41,22,1,665,0,0,9,0,0,0,
18,7,65,1,6,2,17,1,6,39,16,0,660,1,0,0,0,14,0,
19,2,2,0,0,1,1,0,0,2,16,0,660,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,16,0,660,0,0,0,0,0,0,
21,4,4,1,1,1,1,1,1,2,16,0,660,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,16,0,660,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,16,0,660,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,0,660,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,16,0,660,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,16,0,660,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,16,0,660,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,16,0,660,0,0,0,0,0,0,
5,5,5,1,1,2,2,1,1,2,16,0,660,0,0,0,0,0,0,
6,26,0,2,0,7,0,2,0,15,18,7,662,0,0,0,0,0,0,
7,11,0,3,0,0,0,1,0,7,21,7,663,0,0,0,0,0,0,
8,15,15,3,3,4,4,3,3,10,19,3,661,2,4,2,0,0,0,
9,6,6,1,1,2,2,1,1,4,19,3,661,0,0,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,19,3,661,0,0,0,0,0,0,
11,13,13,3,3,4,4,3,3,6,19,3,661,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,19,3,661,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,19,3,661,0,0,0,0,0,0,
14,14,14,3,3,4,4,3,3,8,19,3,661,0,0,0,0,0,0,
15,9,9,2,2,3,3,2,2,4,19,3,661,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,19,3,661,0,0,0,0,0,0,
17,50,14,3,0,5,5,11,1,39,22,0,667,0,3,4,0,0,0,
18,7,65,1,6,2,17,1,6,39,16,0,662,1,0,0,0,15,0,
19,3,3,1,1,1,1,1,1,0,16,0,662,0,0,0,0,0,0,
20,18,18,4,4,5,5,4,4,10,16,0,662,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,16,0,662,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
23,7,7,1,1,2,2,1,1,6,16,0,662,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,16,0,662,0,0,0,0,0,0,
6,24,0,2,0,6,0,2,0,14,18,6,664,0,0,0,0,0,0,
7,21,0,6,0,0,0,1,0,14,22,6,665,2,0,0,0,0,0,
8,22,22,4,4,7,7,4,4,14,18,0,662,4,7,3,0,1,0,
9,12,12,2,2,4,4,2,2,8,18,0,662,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,18,0,662,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,18,0,662,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,18,0,662,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,18,0,662,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,18,0,662,0,0,0,0,0,0,
15,12,12,2,2,4,4,2,2,8,18,0,662,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,18,0,662,0,0,0,0,0,0,
17,53,14,3,0,5,5,12,1,41,21,0,669,0,1,4,0,1,0,
18,6,63,1,5,2,16,1,5,39,17,0,665,0,0,0,0,14,0,
19,4,4,1,1,1,1,1,1,2,17,0,665,0,0,0,0,0,0,
20,12,12,2,2,4,4,2,2,8,17,0,665,0,0,0,0,0,0,
21,5,5,1,1,2,2,1,1,2,17,0,665,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
23,14,14,3,3,4,4,3,3,8,17,0,665,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,17,0,665,0,0,0,0,0,0,
6,19,0,2,0,5,0,2,0,10,19,5,667,0,0,0,0,0,0,
7,15,0,4,0,0,0,1,0,10,22,5,668,1,0,0,0,0,0,
8,25,25,5,5,8,8,5,5,14,17,0,663,5,8,5,0,3,0,
9,18,18,4,4,5,5,4,4,10,17,0,663,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,17,0,663,0,0,0,0,0,0,
11,10,10,2,2,3,3,2,2,6,17,0,663,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,17,0,663,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,17,0,663,0,0,0,0,0,0,
14,21,21,4,4,6,6,4,4,14,17,0,663,0,1,0,0,1,0,
15,8,8,2,2,2,2,2,2,4,17,0,663,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,17,0,663,0,0,0,0,0,0,
17,61,17,4,0,6,6,13,1,48,21,0,669,0,2,6,0,2,0,
18,6,58,1,5,2,15,1,5,35,17,0,665,0,0,0,0,13,0,
19,4,4,1,1,1,1,1,1,2,17,0,665,0,0,0,0,0,0,
20,20,20,4,4,6,6,4,4,12,17,0,665,0,2,0,0,2,0,
21,4,4,1,1,1,1,1,1,2,17,0,665,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,665,0,0,0,0,0,0,
23,27,27,5,5,8,8,5,5,18,17,0,663,0,3,2,0,3,0,
0,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,17,0,663,0,0,0,0,0,0,
6,32,0,3,0,8,0,3,0,18,20,6,666,0,2,0,0,0,0,
7,16,0,4,0,0,0,1,0,11,22,6,666,2,0,1,0,0,0,
8,12,12,2,2,4,4,2,2,8,20,2,664,2,4,2,0,0,0,
9,11,11,2,2,3,3,2,2,8,20,2,664,0,0,0,0,0,0,
10,13,13,3,3,4,4,3,3,6,19,2,663,1,0,1,0,0,0,
11,8,8,2,2,2,2,2,2,4,19,2,663,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,19,2,663,0,0,0,0,0,0,
13,6,6,1,1,2,2,1,1,4,19,2,663,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,19,2,661,0,0,2,0,0,0,
15,6,6,1,1,2,2,1,1,4,19,2,661,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,19,2,661,0,0,0,0,0,0,
17,50,14,3,0,5,5,11,1,39,22,2,663,0,0,8,0,0,0,
18,7,70,1,6,2,18,1,6,43,16,0,658,1,0,0,0,14,0,
19,5,5,1,1,2,2,1,1,2,16,0,658,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,16,0,658,0,0,0,0,0,0,
21,4,4,1,1,1,1,1,1,2,16,0,658,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,16,0,658,0,0,0,0,0,0,
23,22,22,4,4,7,7,4,4,14,16,0,658,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,0,658,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,16,0,658,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,16,0,658,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,16,0,658,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,16,0,658,0,0,0,0,0,0,
5,5,5,1,1,2,2,1,1,2,16,0,658,0,0,0,0,0,0,
6,23,0,2,0,6,0,2,0,13,18,6,660,0,0,0,0,0,0,
7,17,0,5,0,0,0,1,0,11,22,6,661,1,0,0,0,0,0,
8,21,21,4,4,6,6,4,4,14,18,2,658,4,4,3,0,0,0,
9,18,18,4,4,5,5,4,4,10,18,2,658,0,0,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,18,2,658,0,0,0,0,0,0,
11,6,6,1,1,2,2,1,1,4,18,2,658,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,18,2,658,0,0,0,0,0,0,
13,5,5,1,1,2,2,1,1,2,18,2,658,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,18,2,658,0,0,0,0,0,0,
15,6,6,1,1,2,2,1,1,4,18,2,658,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,18,2,658,0,0,0,0,0,0,
17,45,12,3,0,4,4,10,1,35,21,1,667,0,1,0,0,0,0,
18,6,65,1,6,2,17,1,6,38,16,0,662,0,0,0,0,14,0,
19,4,4,1,1,1,1,1,1,2,16,0,662,0,0,0,0,0,0,
20,16,16,3,3,5,5,3,3,10,16,0,662,0,0,0,0,0,0,
21,2,2,0,0,1,1,0,0,2,16,0,662,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
23,13,13,3,3,4,4,3,3,6,16,0,662,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,16,0,662,0,0,0,0,0,0,
5,2,2,0,0,1,1,0,0,2,16,0,662,0,0,0,0,0,0,
6,27,0,2,0,7,0,2,0,16,18,7,664,0,0,0,0,0,0,
7,21,0,6,0,0,0,1,0,14,22,7,664,2,0,1,0,0,0,
8,19,19,4,4,6,6,4,4,10,18,1,660,4,6,4,0,0,0,
9,11,11,2,2,3,3,2,2,8,18,1,660,0,0,0,0,0,0,
10,5,5,1,1,2,2,1,1,2,18,1,660,0,0,0,0,0,0,
11,6,6,1,1,2,2,1,1,4,18,1,660,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,18,1,660,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,18,1,660,0,0,0,0,0,0,
14,22,22,4,4,7,7,4,4,14,18,0,660,0,1,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,18,0,660,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,18,0,660,0,0,0,0,0,0,
17,53,14,3,0,5,5,12,1,41,21,0,667,0,0,4,0,0,0,
18,8,75,2,7,2,20,2,7,43,15,0,662,1,0,0,0,18,0,
19,3,3,1,1,1,1,1,1,0,15,0,662,0,0,0,0,0,0,
20,25,25,5,5,8,8,5,5,14,15,0,662,0,3,0,0,3,0,
21,5,5,1,1,2,2,1,1,2,15,0,662,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,15,0,662,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,15,0,662,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,15,0,662,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,15,0,662,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,15,0,662,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,15,0,662,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,15,0,662,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,15,0,662,0,0,0,0,0,0,
6,30,0,3,0,8,0,3,0,16,18,6,665,0,2,0,0,0,0,
7,16,0,4,0,0,0,1,0,11,22,6,666,0,0,0,0,0,0,
8,10,10,2,2,3,3,2,2,6,20,3,664,2,3,2,0,0,0,
9,15,15,3,3,4,4,3,3,10,19,1,664,1,2,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,19,1,664,0,0,0,0,0,0,
11,10,10,2,2,3,3,2,2,6,19,1,664,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,19,1,664,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,19,1,664,0,0,0,0,0,0,
14,21,21,4,4,6,6,4,4,14,18,0,664,1,2,0,0,1,0,
15,8,8,2,2,2,2,2,2,4,18,0,664,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,18,0,664,0,0,0,0,0,0,
17,57,15,3,0,6,5,13,1,44,21,0,667,0,1,9,0,0,0,
18,6,62,1,5,2,16,1,5,38,17,0,663,0,0,0,0,14,0,
19,3,3,1,1,1,1,1,1,0,17,0,663,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,17,0,663,0,1,0,0,1,0,
21,4,4,1,1,1,1,1,1,2,17,0,663,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
23,21,21,4,4,6,6,4,4,14,17,0,663,0,1,0,0,1,0,
0,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,663,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,17,0,663,0,0,0,0,0,0,
6,24,0,2,0,6,0,2,0,14,19,6,665,0,0,0,0,0,0,
7,13,0,3,0,0,0,1,0,9,22,6,666,0,0,0,0,0,0,
8,27,27,5,5,8,8,5,5,18,17,0,661,5,8,5,0,2,0,
9,15,15,3,3,4,4,3,3,10,17,0,661,0,0,0,0,0,0,
10,5,5,1,1,2,2,1,1,2,17,0,661,0,0,0,0,0,0,
11,4,4,1,1,1,1,1,1,2,17,0,661,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,17,0,661,0,0,0,0,0,0,
13,10,10,2,2,3,3,2,2,6,17,0,661,0,0,0,0,0,0,
14,18,18,4,4,5,5,4,4,10,17,0,661,0,0,0,0,0,0,
15,5,5,1,1,2,2,1,1,2,17,0,661,0,0,0,0,0,0,
16,12,12,2,2,4,4,2,2,8,17,0,661,0,0,0,0,0,0,
17,52,14,3,0,5,5,11,1,41,20,0,667,0,0,4,0,0,0,
18,6,56,1,5,2,15,1,5,33,16,0,663,0,0,0,0,13,0,
19,4,4,1,1,1,1,1,1,2,16,0,663,0,0,0,0,0,0,
20,17,17,3,3,5,5,3,3,12,16,0,663,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,16,0,663,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,16,0,663,0,0,0,0,0,0,
23,17,17,3,3,5,5,3,3,12,16,0,663,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,0,663,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,16,0,663,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,16,0,663,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,16,0,663,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,16,0,663,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,16,0,663,0,0,0,0,0,0,
6,31,0,3,0,8,0,3,0,17,19,6,666,0,2,0,0,0,0,
7,15,0,4,0,0,0,1,0,10,22,6,666,1,0,1,0,0,0,
8,12,12,2,2,4,4,2,2,8,20,2,664,2,4,2,0,0,0,
9,10,10,2,2,3,3,2,2,6,20,2,664,0,0,0,0,0,0,
10,5,5,1,1,2,2,1,1,2,20,2,664,0,0,0,0,0,0,
11,12,12,2,2,4,4,2,2,8,20,2,664,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,20,2,664,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,20,2,664,0,0,0,0,0,0,
14,16,16,3,3,5,5,3,3,10,19,1,663,1,1,1,0,0,0,
15,9,9,2,2,3,3,2,2,4,19,1,663,0,0,0,0,0,0,
